Rating	ID	Title	Slug	Contest	QPos	Difficulty	AR	LCtags
1780	1129	Shortest Path with Alternating Colors	shortest-path-with-alternating-colors	weekly-contest-146	Q2	Medium	48.1%	Breadth-First Search,Graph Theory
1780	1424	Diagonal Traverse II	diagonal-traverse-ii	weekly-contest-186	Q3	Medium	58.3%	Array,Sorting,Heap (Priority Queue)
1780	2369	Check if There is a Valid Partition For The Array	check-if-there-is-a-valid-partition-for-the-array	weekly-contest-305	Q3	Medium	52.4%	Array,Dynamic Programming
1780	842	Split Array into Fibonacci Sequence	split-array-into-fibonacci-sequence	weekly-contest-86	Q3	Medium	40.4%	String,Backtracking
1781	1895	Largest Magic Square	largest-magic-square	biweekly-contest-54	Q3	Medium	75.2%	Array,Matrix,Prefix Sum
1782	1171	Remove Zero Sum Consecutive Nodes from Linked List	remove-zero-sum-consecutive-nodes-from-linked-list	weekly-contest-151	Q3	Medium	53.2%	Hash Table,Linked List
1782	2353	Design a Food Rating System	design-a-food-rating-system	weekly-contest-303	Q3	Medium	52.9%	Array,Hash Table,String,Design,Heap (Priority Queue),Ordered Set
1783	1765	Map of Highest Peak	map-of-highest-peak	biweekly-contest-46	Q3	Medium	75.8%	Array,Breadth-First Search,Matrix
1783	851	Loud and Rich	loud-and-rich	weekly-contest-88	Q3	Medium	63.5%	Array,Depth-First Search,Graph Theory,Topological Sort
1784	2952	Minimum Number of Coins to be Added	minimum-number-of-coins-to-be-added	weekly-contest-374	Q2	Medium	58.2%	Array,Greedy,Sorting
1784	894	All Possible Full Binary Trees	all-possible-full-binary-trees	weekly-contest-99	Q3	Medium	82.8%	Dynamic Programming,Tree,Recursion,Memoization,Binary Tree
1786	1911	Maximum Alternating Subsequence Sum	maximum-alternating-subsequence-sum	biweekly-contest-55	Q3	Medium	59.1%	Array,Dynamic Programming
1786	2653	Sliding Subarray Beauty	sliding-subarray-beauty	weekly-contest-342	Q3	Medium	37.1%	Array,Hash Table,Sliding Window
1786	787	Cheapest Flights Within K Stops	cheapest-flights-within-k-stops	weekly-contest-72	Q3	Medium	41.8%	Dynamic Programming,Depth-First Search,Breadth-First Search,Graph Theory,Heap (Priority Queue),Shortest Path
1786	983	Minimum Cost For Tickets	minimum-cost-for-tickets	weekly-contest-121	Q3	Medium	67.4%	Array,Dynamic Programming
1787	1156	Swap For Longest Repeated Character Substring	swap-for-longest-repeated-character-substring	weekly-contest-149	Q3	Medium	44.6%	Hash Table,String,Sliding Window
1787	1312	Minimum Insertion Steps to Make a String Palindrome	minimum-insertion-steps-to-make-a-string-palindrome	weekly-contest-170	Q4	Hard	73.9%	String,Dynamic Programming
1787	1497	Check If Array Pairs Are Divisible by k	check-if-array-pairs-are-divisible-by-k	weekly-contest-195	Q2	Medium	46.2%	Array,Hash Table,Counting
1787	1510	Stone Game IV	stone-game-iv	biweekly-contest-30	Q4	Hard	59.6%	Math,Dynamic Programming,Game Theory
1787	971	Flip Binary Tree To Match Preorder Traversal	flip-binary-tree-to-match-preorder-traversal	weekly-contest-118	Q3	Medium	51.9%	Tree,Depth-First Search,Binary Tree
1788	2192	All Ancestors of a Node in a Directed Acyclic Graph	all-ancestors-of-a-node-in-a-directed-acyclic-graph	biweekly-contest-73	Q3	Medium	62.2%	Depth-First Search,Breadth-First Search,Graph Theory,Topological Sort
1788	3387	Maximize Amount After Two Days of Conversions	maximize-amount-after-two-days-of-conversions	weekly-contest-428	Q2	Medium	61.4%	Array,String,Depth-First Search,Breadth-First Search,Graph Theory
1788	768	Max Chunks To Make Sorted II	max-chunks-to-make-sorted-ii	weekly-contest-68	Q4	Hard	54.8%	Array,Stack,Greedy,Sorting,Monotonic Stack
1789	3219	Minimum Cost for Cutting Cake II	minimum-cost-for-cutting-cake-ii	weekly-contest-406	Q4	Hard	55.3%	Array,Greedy,Sorting
1790	3724	Minimum Operations to Transform Array	minimum-operations-to-transform-array	biweekly-contest-168	Q3	Medium	39.9%	Array,Greedy
1791	2321	Maximum Score Of Spliced Array	maximum-score-of-spliced-array	weekly-contest-299	Q3	Hard	58.5%	Array,Dynamic Programming
1791	2712	Minimum Cost to Make All Characters Equal	minimum-cost-to-make-all-characters-equal	weekly-contest-347	Q3	Medium	54.4%	String,Dynamic Programming,Greedy
1792	1245	Tree Diameter	tree-diameter	biweekly-contest-12	Q3	Medium	61.3%	Tree,Depth-First Search,Breadth-First Search,Graph Theory,Topological Sort
1792	2771	Longest Non-decreasing Subarray From Two Arrays	longest-non-decreasing-subarray-from-two-arrays	weekly-contest-353	Q3	Medium	31.2%	Array,Dynamic Programming
1793	2381	Shifting Letters II	shifting-letters-ii	biweekly-contest-85	Q3	Medium	53.7%	Array,String,Prefix Sum
1793	2615	Sum of Distances	sum-of-distances	weekly-contest-340	Q2	Medium	50.4%	Array,Hash Table,Prefix Sum
1793	3092	Most Frequent IDs	most-frequent-ids	weekly-contest-390	Q3	Medium	42.8%	Array,Hash Table,Heap (Priority Queue),Ordered Set
1793	3376	Minimum Time to Break Locks I	minimum-time-to-break-locks-i	biweekly-contest-145	Q2	Medium	32.6%	Array,Dynamic Programming,Backtracking,Bit Manipulation,Breadth-First Search,Bitmask
1794	1653	Minimum Deletions to Make String Balanced	minimum-deletions-to-make-string-balanced	biweekly-contest-39	Q2	Medium	68.2%	String,Dynamic Programming,Stack
1795	2998	Minimum Number of Operations to Make X and Y Equal	minimum-number-of-operations-to-make-x-and-y-equal	biweekly-contest-121	Q3	Medium	48.7%	Dynamic Programming,Breadth-First Search,Memoization
1795	886	Possible Bipartition	possible-bipartition	weekly-contest-97	Q3	Medium	52.6%	Depth-First Search,Breadth-First Search,Union-Find,Graph Theory
1795	966	Vowel Spellchecker	vowel-spellchecker	weekly-contest-117	Q3	Medium	61.4%	Array,Hash Table,String
1796	3814	Maximum Capacity Within Budget	maximum-capacity-within-budget	weekly-contest-485	Q2	Medium	20.4%	Array,Two Pointers,Binary Search,Sorting
1797	1028	Recover a Tree From Preorder Traversal	recover-a-tree-from-preorder-traversal	weekly-contest-132	Q4	Hard	83.2%	String,Tree,Depth-First Search,Binary Tree
1797	3001	Minimum Moves to Capture The Queen	minimum-moves-to-capture-the-queen	weekly-contest-379	Q2	Medium	22.5%	Math,Enumeration
1798	1072	Flip Columns For Maximum Number of Equal Rows	flip-columns-for-maximum-number-of-equal-rows	weekly-contest-139	Q2	Medium	78.5%	Array,Hash Table,Matrix
1798	1711	Count Good Meals	count-good-meals	weekly-contest-222	Q2	Medium	32.8%	Array,Hash Table
1798	1834	Single-Threaded CPU	single-threaded-cpu	weekly-contest-237	Q3	Medium	47.7%	Array,Sorting,Heap (Priority Queue)
1798	3418	Maximum Amount of Money Robot Can Earn	maximum-amount-of-money-robot-can-earn	weekly-contest-432	Q2	Medium	47.8%	Array,Dynamic Programming,Matrix
1799	1186	Maximum Subarray Sum with One Deletion	maximum-subarray-sum-with-one-deletion	weekly-contest-153	Q3	Medium	47.6%	Array,Dynamic Programming
